datetime,price
6/28/2017 4:42,2383.66
6/28/2017 4:42,2550.73
6/28/2017 4:43,2376.2
6/28/2017 4:43,2550.73
6/28/2017 4:44,2386.96
6/28/2017 4:44,2550.73
6/28/2017 4:45,2388.75
6/28/2017 4:45,2563.46
6/28/2017 4:46,2388
6/28/2017 4:46,2552.55
6/28/2017 4:47,2397.66
6/28/2017 4:47,2550.75
6/28/2017 4:48,2387.6
6/28/2017 4:48,2557.57
6/28/2017 4:49,2388.99
6/28/2017 4:49,2564.31
6/28/2017 4:50,2397.94
6/28/2017 4:50,2552.42
6/28/2017 4:51,2394.03
6/28/2017 4:51,2556.62
6/28/2017 4:52,2395
6/28/2017 4:52,2556.62
6/28/2017 4:53,2406
6/28/2017 4:53,2578.36
6/28/2017 4:54,2407.01
6/28/2017 4:54,2590
6/28/2017 4:55,2419.78
6/28/2017 4:55,2590.01
6/28/2017 4:56,2416.31
6/28/2017 4:56,2579.73
6/28/2017 4:57,2417
6/28/2017 4:57,2579.72
6/28/2017 4:58,2420.08
6/28/2017 4:58,2579.72
6/28/2017 4:59,2416.34
6/28/2017 4:59,2574.54
6/28/2017 5:00,2410
6/28/2017 5:00,2572.45
6/28/2017 5:01,2421.98
6/28/2017 5:01,2572.45
6/28/2017 5:02,2413.97
6/28/2017 5:02,2574.52
6/28/2017 5:03,2418.52
6/28/2017 5:03,2580
6/28/2017 5:04,2415.13
6/28/2017 5:04,2579.14
6/28/2017 5:05,2419.05
6/28/2017 5:05,2574.99
6/28/2017 5:06,2416.75
6/28/2017 5:06,2574.97
6/28/2017 5:07,2419.86
6/28/2017 5:07,2574.51
6/28/2017 5:08,2419.71
6/28/2017 5:08,2574.52
6/28/2017 5:09,2420
6/28/2017 5:09,2579.65
6/28/2017 5:10,2422.99
6/28/2017 5:10,2579.65
6/28/2017 5:11,2425
6/28/2017 5:11,2579.66
6/28/2017 5:12,2431.56
6/28/2017 5:12,2589.66
6/28/2017 5:13,2437
6/28/2017 5:13,2600.35
6/28/2017 5:14,2440.78
6/28/2017 5:14,2588.48
6/28/2017 5:15,2440.81
6/28/2017 5:15,2591.09
6/28/2017 5:16,2454.08
6/28/2017 5:16,2592.61
6/28/2017 5:17,2458.65
6/28/2017 5:17,2596.66
6/28/2017 5:18,2459.79
6/28/2017 5:18,2594.97
6/28/2017 5:19,2454.99
6/28/2017 5:19,2594.97
6/28/2017 5:20,2454.32
6/28/2017 5:20,2599.98
6/28/2017 5:21,2449.94
6/28/2017 5:21,2594.18
6/28/2017 5:22,2438.67
6/28/2017 5:22,2594.15
6/28/2017 5:23,2437
6/28/2017 5:23,2581
6/28/2017 5:24,2434.34
6/28/2017 5:24,2592.58
6/28/2017 5:25,2435
6/28/2017 5:25,2584.77
6/28/2017 5:26,2434.98
6/28/2017 5:26,2586.87
6/28/2017 5:27,2434.99
6/28/2017 5:27,2586.51
6/28/2017 5:28,2427.7
6/28/2017 5:28,2586.51
6/28/2017 5:29,2425.02
6/28/2017 5:29,2586.51
6/28/2017 5:30,2435
6/28/2017 5:30,2581.11
6/28/2017 5:31,2438.99
6/28/2017 5:31,2582.2
6/28/2017 5:32,2439
6/28/2017 5:32,2581.01
6/28/2017 5:33,2449
6/28/2017 5:33,2581
6/28/2017 5:34,2443.53
6/28/2017 5:34,2581.01
6/28/2017 5:35,2451.11
6/28/2017 5:35,2581
6/28/2017 5:36,2453.23
6/28/2017 5:36,2576.04
6/28/2017 5:37,2449.9
6/28/2017 5:37,2574.43
6/28/2017 5:38,2449.01
6/28/2017 5:38,2574.43
6/28/2017 5:39,2449
6/28/2017 5:39,2574.42
6/28/2017 5:40,2449.06
6/28/2017 5:40,2574.42
6/28/2017 5:41,2450.02
6/28/2017 5:41,2569.27
6/28/2017 5:42,2450
6/28/2017 5:42,2586.94
6/28/2017 5:43,2443.57
6/28/2017 5:43,2565.31
6/28/2017 5:44,2449
6/28/2017 5:44,2565.31
6/28/2017 5:45,2449
6/28/2017 5:45,2569.58
6/28/2017 5:46,2455.01
6/28/2017 5:46,2586
6/28/2017 5:47,2463.16
6/28/2017 5:47,2572.47
6/28/2017 5:48,2456.52
6/28/2017 5:48,2594.17
6/28/2017 5:49,2457.14
6/28/2017 5:49,2594.17
6/28/2017 5:50,2460.53
6/28/2017 5:50,2594.17
6/28/2017 5:51,2468.98
6/28/2017 5:51,2584.65
6/28/2017 5:52,2469.99
6/28/2017 5:52,2576.04
6/28/2017 5:53,2474.37
6/28/2017 5:53,2576.04
6/28/2017 5:54,2479
6/28/2017 5:54,2576.04
6/28/2017 5:55,2483
6/28/2017 5:55,2584.65
6/28/2017 5:56,2479.52
6/28/2017 5:56,2576.12
6/28/2017 5:57,2482.18
6/28/2017 5:57,2576.12
6/28/2017 5:58,2479.53
6/28/2017 5:58,2576.12
6/28/2017 5:59,2480
6/28/2017 5:59,2576.12
